Title, Price ,Village,Kaza,Summary,Area,Furnished?,Floor Number,Details,Website
Furnished Apartment ~ Aoukar ~ 250 sqm,"$320,000 ",Aaoukar, Metn,Bedroom(s): 4 | Bathroom(s): 4,250 SQM,No Data,4,No Data,https://olx.com.lb/ad/furnished-apartment-for-sale-in-aoukar-250-sqm-ID114664042.html
"Mansourieh | Duplex | Terrace | 280 SQM | 170,000$ | #132512801","$170,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 3,280 SQM,Unfurnished,1,No Data,https://olx.com.lb/ad/mansourieh-duplex-terrace-280-sqm-180000-132512801-ID114546200.html
130 SQM Apartment in Mazraat Yachouh with Sea and Mountain View,"$99,000 ",Mazraat Yachouh, Metn,Bedroom(s): 3 | Bathroom(s): 2,130 SQM,Unfurnished,4,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/130-sqm-apartment-in-mazraat-yachouh-with-sea-and-mountain-view-ID112761551.html
BALLOUNEH | 135 SQM | ???  ????? ?? ????? ??? ???,"$70,000 ",Ballouneh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,Unfurnished,1,This property contains: Built in Wardrobes,https://olx.com.lb/ad/hot-deal-ballouneh-125-sqm-%D8%B4%D9%82%D8%A9-%D9%84%D9%82%D8%B7%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%84%D9%88%D9%86%D8%A9-%D9%A1%D9%A2%D9%A5-%D9%85%D8%AA%D8%B1-ID114463150.html
Ballouneh 285m2 | FLAT | View | Mint Condition | SUPER Catch |,"$185,000 ",Ballouneh, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,285 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/ballouneh-285m2-flat-view-mint-condition-super-catch-ID114613955.html
Apartment for Sale in Cairo Golf Club - Egypt  - ??? -,"$251,663 ",Cairo, Egypt,Bedroom(s): 2 | Bathroom(s): 2,167 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Pets Allowed, Security, Shared Gym, Shared Pool, Shared Spa",https://olx.com.lb/ad/apartment-for-sale-in-cairo-golf-club-egypt-%D9%85%D8%B5%D8%B1-ID114345060.html
Apartment for Sale in Cairo Golf Club - Egypt  - ???,"$437,349 ",Cairo, Egypt,Bedroom(s): 3 | Bathroom(s): 3,287 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Pets Allowed, Security, Shared Gym, Shared Pool, Shared Spa",https://olx.com.lb/ad/apartment-for-sale-in-cairo-golf-club-egypt-%D9%85%D8%B5%D8%B1-ID114345000.html
Apartment for Sale in Cairo Golf Club - Egypt  - ???,"$433,191 ",Cairo, Egypt,Bedroom(s): 3 | Bathroom(s): 3,252 SQM,Unfurnished,1,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Pets Allowed, Security, Shared Gym, Shared Pool, Shared Spa",https://olx.com.lb/ad/apartment-for-sale-in-cairo-golf-club-egypt-%D9%85%D8%B5%D8%B1-ID114344787.html
Villa for sale in Egypt -  North Coast   - ??? - ?????? ???????,"$1,031,000 ",Other in Egypt, Egypt,Bedroom(s): 6 | Bathroom(s): 5,320 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/villa-for-sale-in-egypt-north-coast-%D9%85%D8%B5%D8%B1-%D8%A7%D9%84%D8%B3%D8%A7%D8%AD%D9%84-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A-ID114326727.html
Villa for sale in Egypt - New Capital - ??? - ??????? ???????,"$705,000 ",Other in Egypt, Egypt,Bedroom(s): 3 | Bathroom(s): 4,400 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/villa-for-sale-in-egypt-new-capital-%D9%85%D8%B5%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-ID114325715.html
Apartment for Sale in Kamares Garden Residences - Larnaca - ??????,"$210,000 ",Larnaca, Cyprus,Bedroom(s): 2 | Bathroom(s): 2,159 SQM,Unfurnished,4,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Pets Allowed, Security",https://olx.com.lb/ad/apartment-for-sale-in-kamares-garden-residences-larnaca-%D9%84%D8%A7%D8%B1%D9%86%D9%83%D8%A7-ID114182739.html
Apartment | Kartaboun | Sea View | ??? ????? | PLS 24944/8,"$89,000 ",Kartaboun, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,Unfurnished,4,No Data,https://olx.com.lb/ad/apartment-kartaboun-sea-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-249448-ID114694981.html
Biyada semi furnished apartment Ref#4111,"$350,000 ",Biyada, Metn,Bedroom(s): 3 | Bathroom(s): 5,210 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/biyada-semi-furnished-apartment-ref4111-ID114216997.html
Apartment | Blat | Duplex | Panoramic view | ??? ????? | PLS 25137/B2,"$125,000 ",Blat, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,Unfurnished,1,No Data,https://olx.com.lb/ad/apartment-blat-duplex-panoramic-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-25137b2-ID114907486.html
Apartment | Blat | Open View | ??? ????? | PLS 25137/C2,"$100,000 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,95 SQM,Unfurnished,Basement,This property contains: Private Garden,https://olx.com.lb/ad/apartment-blat-open-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-25137c2-ID114864539.html
???? ????? ?? ?????? ????? ????? ???? ??? ? ????? ?????? ??? ???,"$1,500,000 ",Mechref, Chouf,Bedroom(s): 4 | Bathroom(s): 3,900 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%81-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%A7%D8%B1%D8%B6-%D9%A1%D9%A8%D9%A0%D9%A0-%D9%85%D8%AA%D8%B1-%D9%88-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D8%B1-%D9%A9%D9%A0%D9%A0-%D9%85%D8%AA%D8%B1-ID114829973.html
??? ????? ??????? ????? ??? ??? ???? ????? ? ???? ? ???,"$550,000 ",Sanayeh, Beirut,Bedroom(s): 3 | Bathroom(s): 3,260 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%A6%D8%B9-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D9%A2%D9%A6%D9%A0-%D9%85%D8%AA%D8%B1-%D9%85%D9%88%D9%82%D9%81-%D8%B5%D8%A7%D9%84%D9%88%D9%86-%D9%88-%D8%B5%D9%81%D8%B1%D8%A9-%D9%A3-%D9%86%D9%88%D9%85-ID114819460.html
??? ????? ????? ????? 245? ???? 10 ????? ????? 3 ??? ???? ??? 2,"$700,000 ",Verdun, Beirut,Bedroom(s): 3 | Bathroom(s): 3,245 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%B1%D8%AF%D8%A7%D9%86-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-245%D9%85-%D8%B7%D8%A7%D8%A8%D9%82-10-%D8%B5%D8%A7%D9%84%D9%88%D9%86-%D9%88%D8%B3%D9%81%D8%B1%D9%87-3-%D9%86%D9%88%D9%85-%D9%85%D9%88%D9%82%D9%81-%D8%B9%D8%AF%D8%AF-2-ID114819453.html
??? ???? ? ????? ??? ?????? ?? ??? ??????? ??? ??? ???? ???? ????,"$400,000 ",Ain El Remmaneh, Beirut,Bedroom(s): 4 | Bathroom(s): 4,400 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D9%81%D8%AE%D9%85%D8%A9-%D9%88-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B3%D9%83%D9%88%D9%86%D8%A9-%D9%81%D9%8A-%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D9%86%D8%A9-%D9%A4%D9%A0%D9%A0-%D9%85%D8%AA%D8%B1-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%83%D8%A7%D8%B4%D9%81-ID114773111.html
??? ????? ??? ?????? ?????? ?????? ????? ???? ???? ??? ?,"$750,000 ",Tallet el Khayat, Beirut,Bedroom(s): 4 | Bathroom(s): 3,230 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%84%D8%A9-%D8%A7%D9%84%D8%AE%D9%8A%D8%A7%D8%B7-%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D9%A2%D9%A3%D9%A0%D9%85-%D9%85%D9%88%D9%82%D9%81-%D8%B9%D8%AF%D8%AF-%D9%A2-ID114829986.html
Sale villa Kornet Chehwan with panoramic view ReF#4293,"$800,000 ",Qornet Chehouane, Metn,Bedroom(s): 6 | Bathroom(s): 5,483 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/sale-villa-kornet-chehwan-with-panoramic-view-ref4293-ID114351007.html
Biyada brand new duplex open view ReF#4097,"$575,000 ",Biyada, Metn,Bedroom(s): 3 | Bathroom(s): 5,320 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking, Maids Room",https://olx.com.lb/ad/biyada-brand-new-duplex-open-view-ref4097-ID114214050.html
apartment in adma garden view Ref # 3381,"$130,000 ",Adma w Dafnah, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating",https://olx.com.lb/ad/apartment-in-adma-garden-view-ref-3381-ID112528534.html
apartment prestigious neighborhood Ref # 3318,"$460,000 ",Biyada, Metn,Bedroom(s): 4 | Bathroom(s): 3,340 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Maids Room",https://olx.com.lb/ad/apartment-prestigious-neighborhood-ref-3318-ID112446654.html
apartment with 60 sqm garden Ref # 3068,"$165,000 ",Mar Roukoz, Metn,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking, Private Garden",https://olx.com.lb/ad/apartment-with-60-sqm-garden-ref-3068-ID112194456.html
hazmieh brand new apartment 45 sqm terrace cash Ref # 2693,"$240,000 ",Hazmiyeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,195 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking, Maids Room",https://olx.com.lb/ad/hazmieh-brand-new-apartment-45-sqm-terrace-cash-ref-2693-ID111394850.html
dhour zahle apartment with garden cash payment Ref # 2243,"$110,000 ",Other in Zahle, Zahle,Bedroom(s): 2 | Bathroom(s): 2,140 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking, Private Garden",https://olx.com.lb/ad/dhour-zahle-apartment-with-garden-cash-payment-ref-2243-ID110324551.html
biyada Luxurious fully decorated apartment Ref # 2247,"$265,000 ",Biyada, Metn,Bedroom(s): 3 | Bathroom(s): 4,260 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Maids Room",https://olx.com.lb/ad/biyada-luxurious-fully-decorated-apartment-ref-2247-ID110353452.html
HOT DEAL FULLY FURNISHED APPARTMENT IN HARET SAKHER/SAHEL ALMA,"$220,000 ",Haret Sakher, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,220 SQM,No Data,7,No Data,https://olx.com.lb/ad/hot-deal-fully-furnished-appartment-in-haret-sakhersahel-alma-ID114864825.html
Apartment | Kartaboun | Open sea view | ??? ????? | PLS 25339/2,"$125,000 ",Kartaboun, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,175 SQM,Unfurnished,3,No Data,https://olx.com.lb/ad/apartment-kartaboun-open-sea-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-253392-ID114863767.html
Apartment | Blat | Terrace | Garden | ??? ????? | ???? | PLS 25268,"$90,000 ",Blat, Jbeil,Bedroom(s): 3 | Bathroom(s): 2,140 SQM,Unfurnished,Basement,This property contains: Private Garden,https://olx.com.lb/ad/apartment-blat-terrace-garden-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%84%D8%A7%D8%B7-pls-25268-ID114862462.html
"Life Time opportunity Location ""Villa Must Buy""","$5,900,000 ",Beit Mery, Metn,Bedroom(s): 6 | Bathroom(s): 7,"6,300 SQM",Unfurnished,No Data,No Data,https://olx.com.lb/ad/life-time-opportunity-location-villa-must-buy-ID114831245.html
Jeita 235m2 | Brand New | Super Luxurious | Open Sea View |,"$280,000 ",Jeita, Keserouan,Bedroom(s): 3 | Bathroom(s): 5,235 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Storage room",https://olx.com.lb/ad/jeita-235m2-brand-new-super-luxurious-open-sea-view-ID114831171.html
"180m² + 80m² Terrace, 3 beds for SALE in Beit Meri","$135,000 ",Beit Mery, Metn,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,Unfurnished,1,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Elevator",https://olx.com.lb/ad/180m2-80m2-terrace-3-beds-for-sale-in-beit-meri-ID114813418.html
Sheileh 165m2 | 60m2 Garden |  Brand New | View | Catch |,"$200,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,165 SQM,Unfurnished,3,"This property contains: Central A/C & heating, Maids Room, Private Garden, Storage room",https://olx.com.lb/ad/sheileh-165m2-60m2-garden-brand-new-view-catch-ID114812892.html
Apartment for sale in tallet el khayat 220 sqm REF#KA17094,"$750,000 ",Tallet el Khayat, Beirut,Bedroom(s): 3 | Bathroom(s): 4,220 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/apartment-for-sale-in-tallet-el-khayat-220-sqm-refka17094-ID114809746.html
Sheileh 160m2 | Well-Maintained | Mountain View | Catch |,"$90,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,Unfurnished,No Data,"This property contains: Balcony, Storage room",https://olx.com.lb/ad/sheileh-160m2-well-maintained-mountain-view-catch-ID114804210.html
Apartment | Blat | Panoramic sea view | ??? ????? | PLS 24967/8,"$97,500 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,Unfurnished,3,No Data,https://olx.com.lb/ad/apartment-blat-panoramic-sea-view-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-249678-ID114789990.html
Ballouneh 175m2 | Well Maintained | Open View | Catch |,"$100,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,175 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/ballouneh-175m2-well-maintained-open-view-catch-ID114752292.html
Perfect Fanily Home Or Investment Opportunity-Apartment For Sale,"$230,000 ",Kfar Hbab, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,220 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/perfect-fanily-home-or-investment-opportunity-apartment-for-sale-adma-ID114727730.html
Apartment | Jbeil | Open view | PLS 25259/4-B,"$75,000 ",Breij, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,102 SQM,Unfurnished,1,No Data,https://olx.com.lb/ad/apartment-jbeil-open-view-pls-252594-b-ID114714954.html
Duplex in tabarja for sale,"$1,400,000 ",Tabarja, Keserouan,Bedroom(s): 4 | Bathroom(s): 6,600 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking, Maids Room, Pets Allowed, Security, Shared Gym, Shared Pool",https://olx.com.lb/ad/duplex-in-tabarja-for-sale-ID114708844.html
Apartment | Fidar | High specs | ??? ????? | PLS 25231,"$150,000 ",Fidar, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,155 SQM,Unfurnished,No Data,This property contains: Balcony,https://olx.com.lb/ad/apartment-fidar-high-specs-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-pls-25231-ID114694632.html
Jeita 145M2 | Impressive View | Excellent Condition | Luxury |,"$140,000 ",Jeita, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,145 SQM,Semi-furnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room, Storage room",https://olx.com.lb/ad/jeita-145m2-impressive-view-excellent-condition-luxury-ID114687451.html
CASH DEAL | Luxurious duplex for sale in Baabdat,"$200,000 ",Baabdat, Metn,Bedroom(s): 2 | Bathroom(s): 5,240 SQM,Unfurnished,No Data,"This property contains: Built in Wardrobes, Covered Parking, Maids Room",https://olx.com.lb/ad/cash-deal-luxurious-duplex-for-sale-in-baabdat-ID109958800.html
Sheileh 165m2 | 275m2 Garden | Brand New | High-end | view |,"$160,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,165 SQM,Unfurnished,2,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/sheileh-165m2-275m2-garden-brand-new-high-end-view-ID109612713.html
L09246-Spacious apartment for sale in prime location Mar Takla,"$525,000 ",Hazmiyeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,340 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/l09246-spacious-apartment-for-sale-in-prime-location-mar-takla-ID114188802.html
Hot Deal apartment with a view chikhan Jbeil,"$85,000 ",Jeddayel, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,126 SQM,Unfurnished,1,No Data,https://olx.com.lb/ad/hot-deal-apartment-with-a-view-chikhan-jbeil-ID112798824.html
Villa for Sale,"$250,000 ",Fujiarah, United Arab Emirates,Bedroom(s): 6 | Bathroom(s): 6,"2,200 SQM",No Data,3,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Elevator",https://olx.com.lb/ad/villa-for-sale-ID114909341.html
800 Sqm Luxurious Apartment For Sale In Achrafieh,"$3,499,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 6,800 SQM,Semi-furnished,No Data,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Pool, Shared Gym, Shared Pool",https://olx.com.lb/ad/800-sqm-luxurious-apartment-for-sale-in-achrafieh-ID114883370.html
Ballouneh 125m2 | Excellent Condition | Open View | Catch |,"$75,000 ",Ballouneh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances",https://olx.com.lb/ad/ballouneh-125m2-excellent-condition-open-view-catch-ID114670324.html
ANTELIAS APARTMENT FOR SALE,"$240,000 ",Antelias, Metn,Bedroom(s): 3 | Bathroom(s): 3,250 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/antelias-apartment-for-sale-ID114646432.html
Ballouneh 185m2 | Upgraded | Mountain View | Private street |,"$185,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,185 SQM,Unfurnished,5,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/ballouneh-185m2-upgraded-mountain-view-private-street-ID114607175.html
Ballouneh 166m2 | 50m2 Garden | Mint Condition | Mountain View |,"$200,000 ",Ballouneh, Keserouan,Bedroom(s): 4 | Bathroom(s): 4,166 SQM,Unfurnished,1,"This property contains: Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/ballouneh-166m2-50m2-garden-mint-condition-mountain-view-ID114597437.html
Ballouneh 120m2 | New | FURNISHED | Swimming pool | Gated community |,"$125,000 ",Ballouneh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,No Data,2,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Maids Room, Shared Pool",https://olx.com.lb/ad/ballouneh-120m2-new-furnished-swimming-pool-gated-community-ID114574953.html
"apartment fully renovated, panoramic view in rabieh for sale Ref#4504","$400,000 ",Rabieh, Metn,Bedroom(s): 3 | Bathroom(s): 5,260 SQM,No Data,No Data,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/apartment-fully-renovated-panoramic-view-in-rabieh-for-sale-ref4504-ID114561907.html
"special offer barbour 160m2 $225,000 78992222","$225,000 ",Barbour, Beirut,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,Unfurnished,4,This property contains: Covered Parking,https://olx.com.lb/ad/barbour-160m2-300000-ID114545938.html
Ain El Rihaneh 185m2 | New |  View | Luxurious | Catch | Jeita Borders,"$165,000 ",Ain El Rihaneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,185 SQM,Unfurnished,3,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/ain-el-rihaneh-185m2-new-view-luxurious-catch-jeita-borders-ID114396260.html
mansourieh decorated duplex amazing price. ReF#4301,"$130,000 ",Mansourieh, Metn,Bedroom(s): 5 | Bathroom(s): 4,185 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking, Maids Room",https://olx.com.lb/ad/mansourieh-decorated-duplex-amazing-price-ref4301-ID114360731.html
Ballouneh 300m2 Duplex | Impressive View | Luxurious | Catch |,"$185,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,300 SQM,Unfurnished,4,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/ballouneh-300m2-duplex-impressive-view-luxurious-catch-ID114319389.html
Achrafieh / Apartment with Character 160sq + 20sqm mezzanine,"$375,000 ",Achrafieh, Beirut,Bedroom(s): 2 | Bathroom(s): 4,160 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Storage room",https://olx.com.lb/ad/achrafieh-apartment-with-character-160sq-20sqm-mezzanine-ID114123376.html
Ballouneh 110m2 | Excellent Condition | Luxury |  View | Renovated |,"$75,000 ",Ballouneh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,Unfurnished,No Data,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/ballouneh-110m2-excellent-condition-luxury-view-renovated-ID114043726.html
beit el chaar apartment open view Ref # 3799,"$185,000 ",Beit El Chaar, Metn,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,No Data,No Data,"This property contains: Balcony, Covered Parking",https://olx.com.lb/ad/beit-el-chaar-apartment-open-view-ref-3799-ID114030239.html
Ballouneh 170m2 | New | Luxury | View | Super Catch |,"$135,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,170 SQM,Unfurnished,3,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/ballouneh-170m2-new-luxury-view-super-catch-ID112471122.html
Ballouneh 240m2 | New | Panoramic View | Super Luxurious |,"$240,000 ",Ballouneh, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,240 SQM,Unfurnished,2,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/ballouneh-240m2-new-panoramic-view-super-luxurious-ID112426744.html
Ballouneh 180m2 | 70m2 Terrace | Brand New | Luxury |,"$110,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,Unfurnished,1,This property contains: Built in Kitchen Appliances,https://olx.com.lb/ad/ballouneh-180m2-70m2-terrace-brand-new-luxury-ID111971125.html
Ajaltoun 230m2 | 60m2 Terrace | New | View | Luxurious | Catch |,"$180,000 ",Ajaltoun, Keserouan,Bedroom(s): 4 | Bathroom(s): 4,230 SQM,Unfurnished,2,"This property contains: Central A/C & heating, Maids Room",https://olx.com.lb/ad/ajaltoun-230m2-60m2-terrace-new-view-luxurious-catch-ID112267694.html
New & Modern Apartment for sale in Jamhour Residence - Baabda,"$330,000 ",Jamhour, Baabda,Bedroom(s): 3 | Bathroom(s): 4,186 SQM,Unfurnished,Basement,"This property contains: Central A/C & heating, Covered Parking, Maids Room, Pets Allowed",https://olx.com.lb/ad/new-modern-apartment-for-sale-in-jamhour-residence-baabda-ID111686763.html
Sheileh 160m2 | 80m2 Garden | New | High-End | Private |,"$160,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,Unfurnished,No Data,"This property contains: Central A/C & heating, Covered Parking, Private Garden",https://olx.com.lb/ad/sheileh-160m2-80m2-garden-new-high-end-private-ID111632106.html
Ajaltoun 145m2 | Brand New | Luxurious | Panoramic View |,"$110,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,145 SQM,Unfurnished,2,"This property contains: Balcony, Central A/C & heating",https://olx.com.lb/ad/ajaltoun-145m2-brand-new-luxurious-panoramic-view-ID111181796.html
Ballouneh 150m2 | 40m2 Garden Luxurious | New | Private Entrance |,"$150,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,150 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating",https://olx.com.lb/ad/ballouneh-150m2-40m2-garden-luxurious-new-private-entrance-ID110041906.html
Ballouneh 245m2 | 90m2 Terrace | Panoramic View | Super Luxury |,"$265,000 ",Ballouneh, Keserouan,Bedroom(s): 4 | Bathroom(s): 4,245 SQM,Unfurnished,4,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/ballouneh-245m2-90m2-terrace-panoramic-view-super-luxury-ID109558545.html
Ajaltoun 125m2 | 100m2 Garden | New | Private Entrance |,"$100,000 ",Ajaltoun, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,Unfurnished,No Data,"This property contains: Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/ajaltoun-125m2-100m2-garden-new-private-entrance-ID108956868.html
Sheileh 142m2 | Excellent condition | Private street | Upgraded | Catc,"$100,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 2,142 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/sheileh-142m2-excellent-condition-private-street-upgraded-catc-ID108237759.html
